	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_3112837	404.7403875	412.55158125	348.09076875	316.35359375	515.00791875	385.60209375	403.4728625	288.4541	333.03789375	368.69168125	313.27270625	446.23766875	387.961875	356.32760625	328.285625	382.95286875
ILMN_1260020	384.946275	353.06145	304.13445625	427.6186125	290.319825	335.95439375	334.0526875	433.41804375	395.5918375	356.66225625	431.16281875	368.19235625	354.61660625	389.59186875	413.6796125	357.68119375
ILMN_2671878	230.76646875	202.26374375	217.9913875	196.029325	204.81031875	235.79373125	200.56650625	170.04654375	183.40340625	213.93013125	196.029325	229.5596375	183.64101875	179.44441875	217.3990625	210.16245625
ILMN_2663348	104.433021875	102.94	117.7128925	106.897774375	110.595898125	101.077636875	94.53771375	127.80019375	119.43970125	94.47453875	119.074268125	110.701926875	80.130140625	111.7404775	128.92178125	93.906775625
ILMN_1218311	5691.950125	5316.6859375	5366.7633125	4396.7099375	5017.492875	5432.2115	5559.051625	4706.18725	4530.4624375	5501.0839375	4902.6641875	6159.7626875	5531.992	4479.1653125	4667.497625	5458.565
ILMN_2667805	6059.90325	6578.41025	7411.148625	6432.159625	7504.3965	6474.592	6753.8141875	6791.54225	6383.8138125	6210.5699375	6159.7626875	5261.7406875	6251.9165625	6383.8138125	6383.8138125	6627.1081875
ILMN_2599412	1151.43849375	1240.6907125	1151.43849375	1355.16958125	1399.6960125	1351.2752375	1318.1725625	1638.406375	1213.3972125	1244.2882125	1151.43849375	1275.825625	1355.16958125	1006.592375	1355.16958125	1599.0994375
ILMN_1239181	291.3637	320.96831875	241.5009	237.210825	221.5099	302.0011375	249.19909375	226.68588125	203.16753125	191.8118125	327.20638125	382.95286875	303.2110375	289.4902375	206.018925	229.5596375
ILMN_2655929	278.2667625	379.33124375	261.23531875	230.76646875	236.61770625	286.13239375	373.78556875	204.4481	216.40799375	318.03841875	376.43794375	250.930975	327.20638125	237.7202375	293.02445625	292.0348375
ILMN_1232821	483.86240625	478.98810625	465.2150125	497.8212875	496.135925	450.87916875	445.80331875	460.98259375	616.95135	563.63728125	512.05889375	469.40995625	439.64811875	527.07400625	519.32630625	581.747025
ILMN_1236049	1747.868375	1651.4259375	1478.5996875	1470.9896875	1648.387625	1663.08725	1574.8205625	1521.487125	1625.73425	1613.5793125	1613.5793125	1684.229	1767.103375	1663.08725	1529.5255625	1642.0229375
ILMN_2709179	298.077875	317.0260375	249.19909375	207.45166875	257.3934125	263.91614375	351.55851875	250.2519625	260.1345875	221.7632625	354.61660625	248.03146875	282.30319375	354.61660625	241.5009	238.31953125
ILMN_3024416	124.34335625	112.450651875	130.0340125	142.9232375	121.17253375	119.956154375	118.39256	125.7289875	112.147399375	114.872921875	135.92853125	111.382021875	112.266955	106.85326625	134.78813125	134.3977375
ILMN_3107690	451.59918125	435.13193125	458.6657375	441.35880625	483.86240625	406.94613125	440.4020125	437.71665625	509.714725	478.21235625	366.3423875	392.65998125	459.588925	393.7152125	444.5415	467.39164375
ILMN_2745841	390.72719375	400.818975	440.4020125	418.11000625	427.6186125	384.946275	401.56864375	487.0973125	425.43803125	425.43803125	375.74753125	413.6796125	402.7885	384.946275	460.56375625	428.2162625
ILMN_1233481	4396.7099375	4344.53675	4964.116125	4902.6641875	5120.44175	4530.4624375	4479.1653125	5120.44175	4706.18725	4706.18725	4819.3668125	4514.3431875	4270.5875	4834.3839375	5159.29925	4834.3839375
ILMN_1234738	155.127325	120.324115625	114.30433375	122.195053125	127.72565625	120.079114375	122.83345	124.55214375	109.87727375	131.0427625	110.222861875	127.28783125	133.31306875	126.03825625	108.362078125	131.43111875
ILMN_1254253	1560.8211875	1453.836625	1625.73425	1395.78575	1495.75775	1599.0994375	1363.2152	1601.894875	1505.6170625	1521.487125	1429.7836125	1443.8409375	1549.452	1433.597	1399.6960125	1523.2851875
ILMN_1220446	410.47876875	627.058775	490.5482625	487.0973125	478.21235625	463.44099375	742.81638125	435.13193125	492.318275	522.96660625	745.71349375	480.9888125	522.96660625	563.63728125	442.89155	441.35880625
ILMN_1232146	965.92841875	978.4476	794.63866875	993.2954125	894.35590625	993.2954125	857.74695625	1086.60641875	999.8791	845.59393125	1086.60641875	1075.377725	1014.6464	1052.4328875	1032.766675	890.8846625
ILMN_2591651	569.2850875	645.18645625	533.3672125	501.45809375	576.2538625	657.738425	605.86194375	492.8494125	576.2538625	506.4152125	697.11445625	666.30194375	636.204775	750.79295	506.4152125	494.73205
ILMN_2718350	119.319458125	122.6171375	139.15418125	130.45783125	151.58565625	123.372175	121.735439375	128.162825	132.9463	138.10944375	99.279328125	134.18521875	117.65351375	132.30241875	131.15114375	135.1378125
ILMN_3070533	501.45809375	537.3564875	520.452825	585.82873125	527.93001875	514.343425	541.8511625	501.45809375	531.53671875	525.57068125	555.743425	460.98259375	505.60308125	595.21409375	538.40756875	478.98810625
ILMN_1245795	1700.66975	1546.757625	1654.4488125	1644.4888125	1328.9357	1668.6805625	1695.865	1501.8286875	1470.9896875	1420.65530625	1553.0540625	1440.767375	1601.894875	1719.596	1544.4166875	1467.699125
ILMN_1226712	260.86174375	268.74179375	241.90995	186.44199375	275.47909375	263.31391875	269.31935625	189.73489375	193.7898875	268.74179375	192.34130625	233.70659375	279.95749375	166.87675	202.7771	254.36886875
ILMN_2681592	5366.7633125	5366.7633125	4902.6641875	4514.3431875	4855.10025	5458.565	5390.3065625	4270.5875	4577.5029375	4735.2788125	5017.492875	5531.992	5920.0250625	4819.3668125	4514.3431875	4799.889
ILMN_2696066	115.70334	90.381455625	106.191794375	109.63701875	126.96625625	119.900904375	125.21433125	95.95883	108.418080625	107.661280625	117.11431625	130.45783125	124.50436875	100.364430625	104.433021875	121.12578875
ILMN_1257675	271.34849375	211.57503125	286.44878125	335.58544375	326.82395625	304.96008125	311.60259375	363.99298125	372.73630625	327.851675	284.07173125	219.13505625	270.48401875	381.22103125	374.74366875	355.19934375
ILMN_2734368	134.66733125	144.7298375	110.057823125	127.8719875	110.410105	116.021529375	123.67819375	130.4140875	111.61705875	112.450651875	143.37633125	108.11154125	97.741526875	127.3510375	116.704525625	135.71329375
ILMN_3121687	1018.9702	1161.1970625	800.142025	1104.645125	1065.40696875	1017.5196	1323.73580625	1058.70305625	854.31285625	926.7802875	1200.59594375	715.03693125	1211.26603125	1284.59764375	1142.3346125	999.8791
ILMN_2693895	20157.430625	19803.4675	16150.026875	11818.927875	12621.3100625	14760.245625	24643.0425	10060.255125	14760.245625	22662.46875	21883.9125	17990.79625	22662.46875	15312.959375	17990.79625	18866.55375
ILMN_1258206	191.45689375	182.10419375	208.02386875	237.7202375	178.5243375	216.1693125	184.75475625	256.726675	262.67929375	203.529425	237.210825	194.2015	193.3669875	188.33473125	234.5153	212.56733125
ILMN_1224014	1109.27059375	1144.45039375	1135.64869375	1146.39284375	1077.30364375	868.936125	1191.72529375	1016.11661875	1544.4166875	1544.4166875	1284.59764375	889.0091875	1163.75175	1459.97975	1389.53755625	1416.0072125
ILMN_2670352	544.86930625	448.8247125	656.59380625	535.7323125	579.1233125	493.5442	520.452825	598.9458625	660.82371875	556.3031625	495.60464375	640.49278125	513.18336875	526.3651125	590.2830875	533.3672125
ILMN_2776485	250.930975	252.8984	302.9173875	273.0291875	317.0260375	276.746625	222.66893125	251.62058125	254.10841875	255.71478125	184.27898125	249.460775	251.62058125	207.70706875	265.969925	263.91614375
ILMN_2604835	320.36241875	324.59301875	282.30319375	312.7451875	290.89839375	314.3022625	338.47830625	286.44878125	287.97133125	263.5487875	320.69589375	318.03841875	291.65074375	293.459625	286.44878125	322.65033125
ILMN_3141499	216.1693125	221.7632625	223.72760625	248.81170625	217.3990625	259.83235	265.15980625	289.026225	283.540325	218.88428125	276.421125	185.25490625	213.04775625	263.91614375	266.54350625	212.2325375
ILMN_2738825	16150.026875	12621.3100625	6096.572375	4115.4703125	6159.7626875	22662.46875	9249.246625	3641.0309375	5316.6859375	6059.90325	10841.250625	22662.46875	14431.91	6927.53375	5188.1588125	7110.6441875
ILMN_3072676	609.015525	423.94420625	637.1031	645.18645625	544.86930625	624.54245	391.4559875	679.91124375	638.36458125	621.29355	481.47731875	690.38670625	601.04705625	429.66280625	642.53469375	612.4552625
ILMN_3160568	471.9612875	483.0917625	378.12289375	378.12289375	402.26533125	420.80611875	491.08171875	316.0292125	315.527125	387.2671875	470.87679375	445.23834375	497.8212875	499.01070625	348.55784375	363.99298125
ILMN_2735080	348.55784375	330.6628875	322.65033125	277.15685625	329.84598125	284.88960625	330.25861875	302.4367625	292.4938	310.557075	318.36661875	326.28495625	335.58544375	311.60259375	274.6481375	330.6628875
ILMN_2759563	343.51701875	318.857075	462.82	318.36661875	524.4077875	376.43794375	329.84598125	322.65033125	474.47324375	435.835025	326.28495625	411.74715	365.182425	366.8749875	375.74753125	361.06348125
ILMN_1252016	108.06792375	115.9625425	108.362078125	117.03301125	120.079114375	102.469699375	96.087496875	110.701926875	126.8687375	125.9750625	109.37994875	98.83545875	104.112280625	90.30326	115.662123125	134.02999375
ILMN_2734290	3248.2679375	3307.411375	3728.71325	3862.5035625	3155.7905625	2975.30275	2968.9675625	3583.1270625	3901.5434375	3031.3415	3436.421625	3323.130125	2647.8840625	3526.0949375	3808.8565	3248.2679375
ILMN_2617468	774.922225	544.86930625	960.96005	999.8791	964.61938125	1028.2021375	438.60243125	1161.1970625	1197.1950625	774.922225	643.92078125	999.8791	1157.0028125	758.1567625	1144.45039375	595.21409375
ILMN_2719473	118.084984375	131.57471875	117.162448125	122.245771875	146.47023125	122.6171375	148.42471875	115.143828125	104.248475625	110.701926875	136.61658125	116.2029875	150.34926875	114.0558675	100.59616	126.2334375
ILMN_2627774	121.17253375	118.15266125	108.689604375	107.5184425	115.143828125	128.020125	130.97268125	119.609384375	110.187594375	121.653625	132.698425	115.45249	131.66101875	124.14365	129.71258125	118.23729375
ILMN_1245678	170.86271875	152.90356875	164.3968125	162.286325	159.17185	179.44441875	173.90828125	127.8719875	179.20448125	185.0267625	138.10944375	183.40340625	163.10266875	142.76286875	141.49523125	172.5337625
ILMN_1250816	4619.5934375	4152.0380625	4855.10025	4544.1546875	5859.1675625	4667.497625	4514.3431875	4735.2788125	4344.53675	4995.627	4344.53675	4206.7450625	4410.4075	4544.1546875	4490.201	5035.313
ILMN_2835012	1021.62443125	1004.4496375	870.534625	910.37574375	939.87478125	946.97265625	1017.5196	944.894575	980.6937	939.87478125	989.70889375	1006.592375	1135.64869375	1174.17459375	1009.5939125	936.561775
ILMN_3070951	597.95865625	574.1261625	667.346975	461.81859375	631.9964875	605.16504375	582.72373125	470.87679375	478.98810625	747.19006875	407.82223125	636.204775	610.22988125	453.05573125	478.21235625	647.28489375
ILMN_2715601	2747.872	2613.0956875	2641.6040625	1974.2203125	2890.73225	2770.389	2792.5048125	1745.095625	2148.8818125	2890.73225	2432.0701875	2816.5711875	2781.58875	2369.0618125	2082.9988125	2939.1021875
ILMN_2681601	147.8156375	146.249475	152.22359375	195.13283125	147.93004375	151.58565625	153.46726875	208.4504625	191.8118125	171.22390625	171.64175	212.036425	132.896825	188.0836	203.529425	127.3510375
ILMN_1219682	378.12289375	320.36241875	345.38940625	631.9964875	302.4367625	353.62091875	285.79318125	517.00189375	528.659375	354.61660625	378.12289375	365.57460625	386.241725	335.58544375	564.21346875	394.19975
ILMN_2709456	887.3855875	919.02419375	871.928325	913.7848	889.0091875	867.3996875	976.8693625	952.8408625	1044.1645625	849.21829375	1071.30986875	894.35590625	955.69085625	1154.72575625	1002.61314375	902.21253125
ILMN_2645526	341.61043125	349.856425	460.56375625	397.36328125	412.55158125	387.2671875	342.17348125	363.591075	389.97513125	370.48145625	379.9415625	378.71825625	379.33124375	338.47830625	318.857075	384.34065
ILMN_1226653	175.49864375	194.98645	174.942675	185.43579375	189.73489375	180.70965	224.75283125	218.88428125	193.88205	195.13283125	247.27466875	183.64101875	205.07035	222.42536875	195.500075	197.56828125
ILMN_2695217	1194.77774375	1157.0028125	1247.6153875	1412.31079375	1161.1970625	1144.45039375	1012.87120625	1275.825625	1275.825625	1318.1725625	1080.43248125	1247.6153875	1061.20106875	1153.086725	1315.989225	1213.3972125
ILMN_1250000	300.51006875	299.09469375	284.07173125	215.26519375	342.17348125	285.79318125	318.36661875	261.69506875	233.2049125	375.74753125	191.8118125	269.9254375	316.0292125	255.90626875	246.22676875	321.4583
ILMN_2609988	154.55408125	155.127325	116.08336	144.14700625	136.3262875	139.9945375	158.6875	158.05190625	157.9106125	125.0597375	156.49079375	177.977475	153.5859125	167.6349875	166.87675	121.4719
ILMN_2697205	130.19934375	119.53205625	127.3510375	149.64721875	88.77694375	137.74104375	127.8719875	133.76694375	150.51230625	132.9463	146.9285625	137.59983125	128.020125	145.1658125	156.99936875	116.75566875
ILMN_2876015	1252.1733875	1959.502625	1416.0072125	1320.76196875	1228.17379375	1265.42595625	1868.818125	1269.33360625	1408.1082625	1290.79334375	1796.3114375	1351.2752375	1279.10915	1914.436125	1304.11341875	1288.97909375
ILMN_1256668	426.13363125	344.83418125	374.74366875	432.08651875	432.08651875	379.9415625	325.79024375	639.4019375	326.28495625	355.19934375	331.55780625	513.18336875	350.950725	320.69589375	465.2150125	430.1853875
ILMN_2889120	127.28783125	117.162448125	136.61658125	161.04661875	138.70476875	126.96625625	144.61973125	132.60215	163.41111875	136.24591875	147.05875	128.020125	159.3464375	140.39288125	171.50286875	165.34283125
ILMN_1246034	865.75048125	724.54374375	816.19315625	972.734025	726.77698125	747.19006875	887.3855875	849.21829375	912.53776875	679.91124375	868.936125	712.6582	831.99635	1142.3346125	900.229325	771.5237875
ILMN_2740890	241.2465625	255.71478125	216.00235625	215.6734625	216.99501875	241.0027875	245.33235	208.2482625	243.0280375	255.90626875	262.09323125	253.16974375	220.50859375	240.45228125	211.57503125	234.86673125
ILMN_1250975	111.05283625	100.422220625	105.60140375	139.64135625	85.24356625	92.806575	91.546456875	122.83345	166.325525	96.934176875	147.701675	107.61843	104.776445	139.53805	135.5993875	87.582794375
ILMN_2795854	5390.3065625	5188.1588125	4036.32475	4799.889	5188.1588125	5017.492875	5501.0839375	4774.159	4464.1320625	4530.4624375	5762.73775	4253.6859375	5592.9835	5207.3271875	4452.0114375	4363.454875
ILMN_2950286	29991.60125	27148.123125	34808.40625	34808.40625	33503.791875	34808.40625	23872.526875	33503.791875	28088.250625	31429.665	25477.855	39382.785	32505.79625	17526.455625	33503.791875	34808.40625
ILMN_1212875	1008.09605625	1142.3346125	778.8566	843.17844375	787.17976875	1089.18391875	1436.6275	903.982275	908.8836125	723.366875	1292.25568125	1292.25568125	1269.33360625	1233.78420625	868.936125	817.51023125
ILMN_1239592	620.669025	570.62875	525.57068125	503.5053625	557.51616875	593.64370625	736.02556875	480.16580625	421.34460625	505.60308125	620.669025	528.659375	613.71071875	507.30178125	480.16580625	507.30178125
ILMN_2836246	213.7162125	204.0911625	204.4481	167.0412125	227.120325	216.67686875	184.88224375	163.58553125	151.29939375	229.5596375	170.04654375	201.62113125	206.3713125	148.575225	157.42939375	242.69094375
ILMN_2890357	784.02243125	710.4593125	711.26331875	946.97265625	800.142025	843.17844375	780.5475	788.81949375	830.115225	903.982275	785.55970625	870.534625	771.5237875	603.75543125	886.00486875	1009.5939125
ILMN_2949021	13534.7125	13983.2231875	13731.0364375	15312.959375	11495.6474375	14190.341875	15312.959375	15066.27	15811.34625	13731.0364375	15811.34625	15066.27	14760.245625	16461.675	15066.27	15066.27
ILMN_2685365	2383.1305	2364.6356875	2228.328875	2007.6768125	2541.381	2437.573625	2189.738	2082.9988125	2158.863875	2364.6356875	2033.06075	2383.1305	2541.381	1901.7284375	2137.9463125	2416.0603125
ILMN_1230221	207.04245	194.2015	143.37633125	290.89839375	172.353225	189.473275	198.986275	246.43791875	257.1474375	201.08705	260.1345875	252.8984	186.44199375	232.7016375	236.39815625	210.29248125
ILMN_2722213	1044.1645625	1098.48106875	1159.0100875	1373.50971875	936.561775	989.70889375	973.91274375	1098.48106875	1281.5076125	1101.2866	1128.48683125	1211.26603125	980.6937	1208.95903125	1167.6394625	1102.75900625
ILMN_3097950	256.726675	262.09323125	218.88428125	193.88205	217.9913875	244.69550625	261.23531875	226.0137125	199.67699375	226.68588125	236.75499375	214.63416875	197.56828125	223.28705625	200.1958	262.09323125
ILMN_1224162	218.7287625	188.0836	230.76646875	213.04775625	283.540325	224.75283125	189.73489375	212.2325375	196.7999	265.53608125	182.10419375	238.0985	192.157875	174.8182375	199.94305625	273.0291875
ILMN_3080410	233.86650625	231.4094625	232.98231875	226.0137125	208.8861375	233.86650625	209.103475	196.7999	231.68000625	304.13445625	173.1835875	210.29248125	253.5756875	224.07854375	180.3295625	228.59040625
ILMN_2517060	1054.36065625	1054.36065625	1244.2882125	1328.9357	1144.45039375	1083.9575	1037.15800625	1197.1950625	1014.6464	1178.73895	1073.825075	857.74695625	970.23390625	1002.61314375	1102.75900625	970.23390625
ILMN_2657037	154.1588625	116.021529375	156.89665	144.38583125	137.5014625	116.704525625	102.0945	124.09359375	139.64135625	124.61303125	125.36169375	110.595898125	124.27139375	144.260675	147.51644375	114.643075
ILMN_2958076	10443.30125	10841.250625	10958.433125	12961.611375	13534.7125	11938.2769375	12022.927	13172.297875	13534.7125	12469.35875	12469.35875	10443.30125	12309.0020625	13983.2231875	13534.7125	11173.0176875
ILMN_1215901	889.0091875	819.3952875	954.6626875	957.3368875	957.3368875	930.27695625	817.51023125	933.34199375	917.37219375	841.8968125	812.9982	989.70889375	821.9814125	687.17316875	821.9814125	923.3045875
