	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_2859902	744.27988125	737.52373125	601.04705625	747.19006875	748.15424375	716.28623125	690.38670625	676.4500125	603.07173125	689.3837625	665.2559875	661.9242375	722.33518125	737.52373125	661.9242375	578.27779375
ILMN_1243799	107.137295625	108.739425	115.143828125	121.653625	136.704875	122.195053125	116.987925	133.9557875	124.417475	117.784730625	119.3709175	112.3777025	109.735179375	126.30664375	121.24155375	118.15266125
ILMN_2994063	754.62749375	693.96675625	629.7449375	695.1960625	656.59380625	619.76544375	685.93454375	712.6582	742.81638125	566.12206875	820.2931	865.75048125	762.295575	753.64794375	718.119375	601.04705625
ILMN_2633148	224.07854375	246.70936875	214.87245625	263.5487875	223.28705625	202.5795125	232.463875	231.68000625	245.33235	250.2519625	268.74179375	216.67686875	246.22676875	278.67450625	248.03146875	261.23531875
ILMN_2683374	1707.034625	1459.97975	1389.53755625	1648.387625	1436.6275	1453.836625	1599.0994375	1616.891125	1691.932625	1412.31079375	1549.452	1707.034625	1793.433875	1601.894875	1703.268	1340.43134375
ILMN_2786160	1399.6960125	1197.1950625	1405.39675625	1215.46968125	1499.0845625	1476.0480625	1252.1733875	1279.10915	1459.97975	1416.0072125	1342.66180625	1546.757625	1588.2665625	1363.2152	1348.860525	1665.832375
ILMN_2727318	11659.052625	11230.1335625	10724.79525	12309.0020625	10724.79525	11495.6474375	12309.0020625	11230.1335625	13172.297875	10333.5746875	12961.611375	10674.29	11938.2769375	13731.0364375	12195.6165625	10841.250625
ILMN_1258977	1978.2611875	2164.478	1944.8068125	1892.11275	1964.982125	1937.256125	2063.82525	1751.0855	1841.8780625	2042.1346875	2189.738	1851.1645625	2112.8919375	2172.82875	1817.268875	2238.6796875
ILMN_2675064	1089.18391875	809.68798125	1176.1765125	639.4019375	1412.31079375	785.55970625	943.18929375	638.36458125	583.84518125	1294.65333125	508.66270625	941.899225	865.75048125	576.2538625	507.9213875	1093.05636875
ILMN_2758896	286.81030625	314.3022625	314.7001	250.930975	345.38940625	260.4962375	315.527125	225.11594375	263.31391875	285.20514375	242.69094375	286.81030625	323.1156125	281.8167875	250.2519625	339.5567875
ILMN_3161105	316.0292125	291.3637	326.28495625	305.74060625	216.00235625	333.580125	285.20514375	284.58690625	281.32585625	287.97133125	321.82924375	338.01579375	360.557825	300.13343125	278.67450625	307.59543125
ILMN_2845917	3177.6788125	3049.8525625	3134.3626875	2998.837625	2975.30275	3031.3415	3144.962875	2864.5063125	2738.6715	3064.3103125	3248.2679375	2975.30275	3177.6788125	3155.7905625	2916.3459375	2975.30275
ILMN_2592656	3641.0309375	3728.71325	3480.6066875	3177.6788125	3307.411375	3463.9809375	4036.32475	3358.915875	3422.046375	3358.915875	3546.5745	4082.71825	3422.046375	3770.3874375	3353.5210625	3323.130125
ILMN_2974601	1443.8409375	1423.25485	1379.9554375	1556.765375	1541.624625	1331.98633125	1556.765375	1476.0480625	1440.767375	1288.97909375	1593.675875	1197.1950625	1470.9896875	1523.2851875	1453.836625	1369.38539375
ILMN_2613076	142.76286875	135.00350625	115.83833375	105.21574625	123.67819375	139.41925	133.6731375	126.430475	127.80019375	135.840375	119.319458125	150.64725625	130.53025625	147.32380625	127.1895375	112.037173125
ILMN_2930819	1719.596	1599.0994375	1817.268875	1606.403875	2013.110125	1672.5034375	1751.0855	1565.7745625	1630.3749375	1680.0055	1517.980125	1799.4763125	1577.917625	1510.2215	1563.394625	1716.46775
ILMN_2704715	1082.09006875	991.49634375	1464.879	1402.53706875	1223.86389375	1004.4496375	1002.61314375	1416.0072125	1163.75175	1259.73734375	937.8576625	896.56195625	796.67608125	1102.75900625	1402.53706875	1135.64869375
ILMN_2702628	440.4020125	513.72638125	426.13363125	628.2296125	460.56375625	430.63421875	556.3031625	636.204775	601.77260625	511.4432375	625.94640625	451.59918125	535.7323125	629.7449375	633.27214375	485.53976875
ILMN_2676716	214.87245625	196.7999	177.977475	163.2424375	257.1474375	184.0525875	202.7771	180.588125	143.68168125	217.9913875	163.95495625	164.3968125	222.9096625	147.701675	180.01171875	193.5339875
ILMN_2912598	239.731575	259.57115	253.16974375	239.3336125	284.58690625	275.04995	248.3792375	265.53608125	247.57271875	263.91614375	260.4962375	255.90626875	265.53608125	213.04775625	236.130475	288.4541
ILMN_1219797	394.9682625	352.64973125	347.2855875	413.6796125	411.74715	383.67525	321.4583	426.13363125	428.2162625	399.899675	385.60209375	367.22568125	325.79024375	413.1436125	448.8247125	357.10310625
ILMN_2850450	1237.64559375	1073.825075	1301.79445	1695.865	1345.5829875	1345.5829875	1018.9702	1691.932625	1672.5034375	1385.99768125	1279.10915	1244.2882125	1262.084325	1012.87120625	1625.73425	1056.7428375
ILMN_1260219	5859.1675625	5824.636	5691.950125	4735.2788125	5630.295	5986.11875	6059.90325	4964.116125	5432.2115	5261.7406875	5100.66625	6332.6618125	5458.565	5120.44175	4376.21475	6159.7626875
ILMN_1244726	247.27466875	243.86538125	191.631825	247.27466875	188.93926875	212.77806875	280.32616875	207.70706875	231.05068125	192.86455	277.15685625	230.4721	231.4094625	284.58690625	208.02386875	217.22279375
ILMN_2638147	4530.4624375	4376.21475	3901.5434375	3834.3006875	4166.331375	4544.1546875	4344.53675	4059.5295	3796.041	4293.4258125	3996.876	4452.0114375	4514.3431875	3940.2430625	3728.71325	4544.1546875
ILMN_1258534	913.7848	845.59393125	868.936125	769.2259125	1037.15800625	809.68798125	871.928325	716.28623125	811.4076125	896.56195625	673.8294125	758.1567625	905.5100875	698.881425	771.5237875	833.42680625
ILMN_3071104	765.3852875	892.5835875	908.8836125	778.8566	829.02494375	791.96815625	910.37574375	704.96834375	791.96815625	889.0091875	800.142025	936.561775	854.31285625	820.2931	704.96834375	910.37574375
ILMN_2724194	135.53380625	169.88470625	159.56865625	136.24591875	131.80700625	137.2026125	226.2570875	151.29939375	150.2414625	134.66733125	192.157875	151.49008125	156.89665	172.23488125	145.79421875	122.195053125
ILMN_2721149	144.260675	127.1895375	124.85291875	126.03825625	142.48908125	156.99936875	122.41531875	130.6918125	162.4788625	134.479925	137.3024375	155.0321	159.81698125	133.43806875	144.9504375	166.49685
ILMN_2799945	560.8079	664.2749	475.084675	542.5852375	420.2161375	577.3044	537.3564875	724.54374375	587.55103125	430.63421875	499.01070625	522.02868125	407.82223125	638.36458125	547.767775	552.80308125
ILMN_2717172	944.894575	870.534625	1077.30364375	932.24933125	955.69085625	761.0036625	989.70889375	1106.1448625	968.52038125	937.8576625	890.8846625	965.92841875	870.534625	868.936125	1031.5182875	884.5102875
ILMN_3109491	4834.3839375	3862.5035625	5159.29925	6332.6618125	4253.6859375	4183.4475625	4048.0388125	5986.11875	5017.492875	5630.295	3940.2430625	4315.6864375	4137.6650625	4082.71825	5316.6859375	4880.49925
ILMN_2652518	886.00486875	830.115225	847.2564125	833.42680625	703.5802625	748.15424375	900.229325	939.87478125	975.55876875	830.115225	941.899225	785.55970625	937.8576625	1004.4496375	946.97265625	928.73256875
ILMN_2680665	3409.3478125	3397.958	2890.73225	3556.7825	2816.5711875	3624.416875	3282.743375	3353.5210625	3610.6621875	2963.303625	3658.924875	3496.7734375	3624.416875	3672.7575	3534.9343125	2998.837625
ILMN_2701383	127.72565625	129.10061875	117.29396875	126.5154875	131.66101875	133.379225	113.480361875	108.84136875	120.24917875	123.77083125	108.30596375	128.44940625	143.37633125	110.595898125	108.11154125	115.9625425
ILMN_2684388	305.74060625	280.7798125	259.10294375	236.39815625	322.65033125	276.12820625	301.5162	215.26519375	225.56696875	247.57271875	259.57115	269.0900875	283.215625	255.342925	221.015275	256.726675
ILMN_1242178	1657.091625	1574.8205625	1703.268	1450.9011875	2007.6768125	1565.7745625	1606.403875	1668.6805625	1433.597	1928.6761875	1286.1005125	1621.1950625	1399.6960125	1331.98633125	1476.0480625	1808.6184375
ILMN_2724415	1331.98633125	1412.31079375	1515.7341875	1593.675875	1505.6170625	1478.5996875	1345.5829875	1563.394625	1426.63413125	1541.624625	1366.5811	1581.35175	1433.597	1369.38539375	1443.8409375	1331.98633125
ILMN_1252335	4363.454875	4667.497625	4376.21475	3996.876	4680.85275	4410.4075	4602.2670625	4137.6650625	3834.3006875	4464.1320625	4224.2954375	4436.122	4559.2555625	4363.454875	3770.3874375	4452.0114375
ILMN_1215967	601.77260625	576.2538625	585.82873125	528.659375	706.28880625	586.82305	589.33045	543.97434375	579.1233125	681.12016875	616.95135	609.015525	598.9458625	436.32871875	593.64370625	681.12016875
ILMN_1232025	140.39288125	142.0322125	183.22048125	145.79421875	194.98645	138.9548125	146.249475	147.21659375	164.19486875	178.6904875	132.205225	122.31927	141.825175	138.8329125	157.56325625	152.22359375
ILMN_3071764	276.12820625	304.5775125	257.1474375	226.68588125	228.82529375	246.43791875	308.03741875	254.823675	276.12820625	242.168325	302.4367625	246.90165	239.731575	269.9254375	283.215625	294.61255625
ILMN_1219564	223.72760625	222.10299375	209.103475	229.10846875	205.07035	298.077875	236.130475	199.67699375	224.07854375	204.95320625	222.42536875	219.84864375	238.7891375	234.5153	208.8861375	235.79373125
ILMN_2870950	10060.255125	11065.510875	11297.6646875	10060.255125	11173.0176875	10724.79525	10333.5746875	9671.8816875	8994.49525	10060.255125	9753.672125	9249.246625	10443.30125	8994.49525	8834.2650625	10674.29
ILMN_2604794	2574.93875	2476.998875	2342.59925	2963.303625	2781.58875	2325.05	2874.069125	3216.0641875	2928.994125	2827.8411875	2510.9436875	2118.75825	2553.0296875	3397.958	3583.1270625	2522.957375
ILMN_2639189	124.0164625	119.074268125	134.02999375	122.31927	121.37270625	159.56865625	123.91041875	132.896825	124.27139375	139.7600375	113.638276875	127.2450625	132.698425	113.525858125	122.41531875	129.95585625
ILMN_3151492	297.66561875	216.67686875	347.6172625	347.6172625	267.27683125	292.0348375	192.157875	343.51701875	325.4101375	337.48220625	205.07035	282.668375	332.51471875	209.95990625	305.29793125	282.668375
ILMN_2837189	1825.6773125	1729.3028125	2500.73225	2448.833375	2037.840625	1933.3263125	1529.5255625	2148.8818125	2320.2016875	2201.56525	1919.0003125	1876.157875	1716.46775	1665.832375	2355.1674375	1859.51175
ILMN_1224336	2388.401875	1841.8780625	2593.7214375	2476.998875	2461.6148125	2164.478	1790.375375	2022.208	2183.460125	2416.0603125	1638.406375	2223.8230625	2052.1315	1808.6184375	2063.82525	2313.56925
ILMN_2644480	145.03638125	156.7400875	153.8393625	130.09806875	168.80715	129.64690625	129.03165	123.83503125	115.0698675	160.77475625	134.02999375	157.693625	119.43970125	122.41531875	116.08336	138.60301875
ILMN_1252602	207.70706875	205.534625	193.88205	149.21289375	218.25731875	210.29248125	204.95320625	185.43579375	142.249075	162.6555875	174.942675	174.510375	191.9776875	161.81215625	187.40104375	220.8166125
ILMN_2964728	466.434675	480.16580625	461.81859375	453.05573125	605.16504375	581.747025	514.343425	394.19975	423.20989375	461.81859375	524.4077875	565.08385	494.18310625	438.60243125	427.12645	524.4077875
ILMN_3158444	253.8598	263.91614375	240.45228125	371.001275	154.1588625	220.08603125	216.99501875	346.35661875	396.6321	276.746625	387.2671875	258.45333125	241.5009	346.35661875	427.6186125	232.7016375
ILMN_2676056	151.58565625	166.21005625	167.7883625	156.89665	113.415215	155.31084375	156.7400875	178.96955	200.89800625	161.26354375	177.32429375	185.0267625	148.0848125	193.3669875	167.96165625	140.78546875
ILMN_1228796	307.1202375	332.17845625	279.95749375	233.2049125	274.6481375	329.3921125	296.89524375	241.2465625	236.130475	279.0067375	250.65075	286.13239375	287.6191125	264.8414125	221.5099	292.76560625
ILMN_2660103	748.15424375	741.15223125	785.55970625	800.142025	667.346975	645.18645625	722.33518125	833.42680625	860.29973125	733.7992	787.17976875	819.3952875	730.96755	803.50789375	905.5100875	991.49634375
ILMN_1234685	1793.433875	1447.2469375	1546.757625	1447.2469375	1672.5034375	1512.9835625	1512.9835625	1382.81021875	1467.699125	1716.46775	1418.00461875	1539.848	1851.1645625	1521.487125	1433.597	1654.4488125
ILMN_2616422	716.28623125	721.06025	829.02494375	558.30926875	801.81858125	668.6408375	697.11445625	521.16900625	448.20770625	742.81638125	456.45375	608.020025	649.74345625	536.63215625	496.135925	736.02556875
ILMN_3133267	178.96955	145.5794125	186.66923125	162.934825	158.53173125	140.78546875	152.69155	157.56325625	156.60838125	167.96165625	150.51230625	155.98471875	153.038975	175.98158125	167.46681875	186.01159375
ILMN_1259004	105.41077625	105.0368925	132.7850125	113.965685625	133.56350625	115.45249	110.27779375	139.28285	130.0340125	130.0340125	122.83345	92.074044375	111.549485	108.84136875	113.846940625	133.6731375
ILMN_2730714	12195.6165625	12022.927	12309.0020625	11659.052625	13172.297875	11818.927875	11659.052625	11065.510875	11938.2769375	12776.28325	11659.052625	11938.2769375	12022.927	11818.927875	11408.793	13534.7125
ILMN_3001417	4706.18725	4239.0556875	3682.3524375	3282.743375	3757.6965625	4619.5934375	4115.4703125	3463.9809375	3445.8880625	3641.0309375	4100.9669375	4642.1986875	4544.1546875	4137.6650625	3546.5745	3953.748625
ILMN_2496121	327.851675	346.84835	258.45333125	261.69506875	332.17845625	334.0526875	312.35949375	330.6628875	269.31935625	303.5227625	308.76860625	313.27270625	356.32760625	323.1156125	285.20514375	281.8167875
ILMN_2839745	379.33124375	366.8749875	452.3838625	406.94613125	430.63421875	458.6657375	337.48220625	434.11775625	480.9888125	482.1791625	308.03741875	508.66270625	451.59918125	340.65205625	445.80331875	439.64811875
ILMN_1218151	136.01621875	161.26354375	154.1588625	124.914075	108.30596375	152.515875	132.7850125	113.638276875	146.47023125	127.3510375	171.22390625	125.805925	140.8878375	124.0164625	114.250825	133.43806875
ILMN_2893564	200.4274125	210.5832875	185.25490625	182.85221875	226.0137125	203.7438375	246.70936875	185.88055	207.23683125	235.79373125	214.999475	201.08705	246.70936875	235.43113125	191.631825	218.7287625
ILMN_1237241	272.57405	271.68064375	302.0011375	208.8861375	323.41438125	268.257725	266.98208125	264.24041875	278.2667625	326.82395625	235.43113125	293.02445625	295.17453125	241.0027875	203.0263	283.540325
ILMN_2655871	134.02999375	145.03638125	155.81645625	139.41925	148.93023125	126.8687375	132.10626875	163.10266875	128.63870625	165.4697625	126.30664375	144.86123125	122.195053125	133.6731375	129.55834375	129.8790875
ILMN_1253761	255.71478125	248.81170625	310.557075	233.4838625	289.80645	231.99835625	254.10841875	243.86538125	259.57115	254.10841875	238.31953125	271.34849375	245.7140625	259.57115	212.56733125	272.57405
ILMN_1248125	320.69589375	279.95749375	280.7798125	260.86174375	276.421125	283.540325	279.61274375	241.740075	275.47909375	368.19235625	285.20514375	299.09469375	304.13445625	321.82924375	271.34849375	304.13445625
ILMN_2746132	1385.99768125	1851.1645625	1581.35175	1501.8286875	1318.1725625	1395.78575	1581.35175	1478.5996875	1695.865	1625.73425	1635.846125	1328.9357	1328.9357	1606.403875	1569.421	1747.868375
ILMN_2885123	287.6191125	297.66561875	399.899675	240.692075	386.81351875	229.88585625	325.01405625	234.260575	262.09323125	442.89155	283.540325	235.25141875	234.260575	338.969875	264.8414125	427.6186125
ILMN_1220398	1062.9545625	968.52038125	1126.81623125	826.7718875	950.49096875	941.899225	1050.89158125	835.00675625	852.3978375	1157.0028125	816.19315625	1035.2212625	928.73256875	857.74695625	870.534625	1018.9702
ILMN_1253601	223.11305	255.342925	236.75499375	165.954875	217.22279375	236.61770625	230.76646875	199.27065	212.2325375	232.7016375	234.260575	267.27683125	264.523	179.673275	197.0282375	255.71478125
ILMN_2704826	11938.2769375	12961.611375	14760.245625	13534.7125	15811.34625	10674.29	13172.297875	13534.7125	12621.3100625	15312.959375	11495.6474375	11818.927875	11408.793	12309.0020625	12022.927	13731.0364375
ILMN_1220417	167.46681875	161.43203125	177.7439375	163.95495625	189.08605625	174.6676875	175.692725	143.8182375	159.69138125	173.37554375	172.0150375	178.28668125	174.1205625	164.74565625	138.60301875	174.1205625
ILMN_2754492	98.3837425	101.455893125	104.931365625	139.9945375	88.47611625	90.45675125	101.764814375	100.0861875	129.8790875	97.92421375	105.775105625	96.820976875	100.057215625	100.422220625	124.914075	94.4450625
ILMN_2672208	729.4838	733.7992	600.22399375	549.89674375	638.36458125	646.166675	728.21921875	535.7323125	622.424775	649.74345625	719.046825	569.9199	761.0036625	693.96675625	623.59819375	758.1567625
ILMN_2707207	3358.915875	3996.876	3883.6430625	4059.5295	4327.9955625	3480.6066875	4396.7099375	4464.1320625	4115.4703125	3572.0115	4183.4475625	3397.958	3610.6621875	4706.18725	4363.454875	3583.1270625
ILMN_1257298	3741.448875	3658.924875	3323.130125	3583.1270625	3741.448875	3672.7575	3546.5745	4115.4703125	4166.331375	3526.0949375	4166.331375	3583.1270625	3883.6430625	4270.5875	4206.7450625	3353.5210625
ILMN_2623793	306.2683	302.9173875	325.4101375	457.2691	214.999475	327.20638125	269.0900875	394.9682625	444.0608625	298.077875	428.2162625	350.2464875	300.51006875	375.74753125	435.13193125	301.5162
ILMN_1217040	1658.9980625	1997.4680625	1802.7274375	1616.891125	1700.66975	1925.171375	2238.6796875	1593.675875	1565.7745625	1642.0229375	1933.3263125	1733.5576875	1978.2611875	1859.51175	1610.26175	1648.387625
ILMN_2736847	1080.43248125	1067.32936875	519.32630625	462.82	545.7415125	950.49096875	1062.9545625	477.51089375	653.84860625	533.3672125	1153.086725	1117.5936875	973.91274375	1200.59594375	502.513075	546.67505625
ILMN_3163221	569.9199	607.033175	605.16504375	522.02868125	558.30926875	667.346975	562.62983125	597.95865625	592.42118125	605.16504375	475.084675	577.3044	629.7449375	546.67505625	521.16900625	615.6507375
ILMN_2656440	630.68256875	601.04705625	465.7442	508.66270625	522.02868125	610.22988125	733.7992	505.60308125	534.31181875	481.47731875	592.42118125	619.76544375	712.6582	685.93454375	628.2296125	491.6045875
ILMN_1247873	193.7898875	169.214	242.168325	181.23368125	186.66923125	222.66893125	191.631825	197.2252125	195.2914625	182.85221875	156.10200625	190.76133125	168.80715	185.59075	211.3284125	237.210825
ILMN_2751354	420.2161375	447.55898125	518.60681875	470.87679375	423.20989375	442.1013375	413.1436125	488.60263125	460.98259375	483.0917625	468.20624375	452.3838625	396.1385875	472.914975	430.63421875	493.5442
ILMN_2739645	302.0011375	311.953325	311.04498125	369.6460875	365.57460625	388.98266875	248.81170625	333.03789375	388.29455	266.54350625	250.930975	342.9916375	298.81056875	244.69550625	321.4583	329.84598125
ILMN_2612513	3353.5210625	3367.8920625	3186.193375	2560.1100625	3282.743375	3144.962875	3307.411375	2668.906125	2568.4504375	3232.3765	2968.9675625	3186.193375	3353.5210625	2448.833375	2641.6040625	3177.6788125
ILMN_1252111	2481.5916875	2437.573625	2383.1305	3049.8525625	2468.7893125	2461.6148125	2426.33675	3186.193375	3144.962875	2406.897125	3260.6586875	2388.401875	2890.73225	2916.3459375	3144.962875	2476.998875
ILMN_2955362	430.1853875	433.41804375	539.54431875	566.12206875	492.8494125	527.07400625	485.53976875	747.19006875	586.82305	453.55994375	434.11775625	628.2296125	453.55994375	503.5053625	616.95135	695.1960625
ILMN_2687372	380.48959375	324.18878125	431.7225875	412.55158125	389.97513125	460.56375625	386.241725	429.66280625	391.4559875	374.74366875	346.35661875	444.0608625	362.3423375	374.27375	384.34065	462.82
ILMN_1233304	722.33518125	661.9242375	820.2931	860.29973125	960.96005	718.119375	598.9458625	892.5835875	870.534625	857.74695625	572.9692625	829.02494375	721.06025	605.16504375	812.9982	838.49383125
ILMN_1228426	134.89306875	150.78871875	151.58565625	157.9106125	132.896825	146.9285625	110.81515	144.38583125	152.515875	160.6173125	141.825175	136.79684375	152.1062	138.493975	164.0783625	174.510375
ILMN_1258943	281.8167875	268.257725	357.68119375	292.76560625	220.08603125	242.168325	283.540325	304.5775125	251.62058125	293.02445625	241.2465625	281.32585625	197.96421875	260.4962375	276.421125	299.09469375
ILMN_2732998	302.4367625	296.89524375	267.27683125	375.74753125	324.18878125	284.07173125	320.96831875	400.818975	398.8783375	294.1801625	452.3838625	315.527125	312.35949375	371.5558125	468.86593125	309.742025
ILMN_2847004	387.961875	407.82223125	332.51471875	312.35949375	308.440225	404.7403875	426.13363125	342.5941	376.43794375	344.2023125	558.30926875	444.5415	476.99363125	541.213475	422.1692375	342.5941
ILMN_2754220	381.63321875	338.969875	399.316725	343.51701875	342.5941	418.11000625	310.557075	369.6460875	318.36661875	401.56864375	284.58690625	376.43794375	401.56864375	299.838875	333.03789375	423.94420625
ILMN_2729783	372.73630625	278.67450625	368.69168125	243.336	382.95286875	357.10310625	222.9096625	262.09323125	265.53608125	316.35359375	278.2667625	342.5941	320.36241875	256.2845125	343.51701875	279.0067375
ILMN_1257631	213.93013125	222.9096625	236.95804375	233.86650625	242.168325	247.57271875	210.29248125	214.999475	256.726675	241.90995	220.08603125	246.43791875	230.0987875	200.7246625	195.7818	231.68000625
ILMN_2725286	362.90645625	293.85094375	313.27270625	269.54261875	335.58544375	288.4541	342.5941	259.10294375	290.319825	340.10790625	236.130475	303.5227625	279.61274375	262.67929375	259.10294375	287.144725
ILMN_1225027	326.82395625	336.38178125	398.285625	444.0608625	269.31935625	340.65205625	305.74060625	572.9692625	431.7225875	331.55780625	341.124375	362.90645625	304.5775125	402.7885	457.93085	346.35661875
ILMN_1243593	6627.1081875	5691.950125	6136.195875	5762.73775	5691.950125	6791.54225	5691.950125	5592.9835	5720.023125	6332.6618125	5458.565	6997.7991875	6578.41025	5100.66625	5859.1675625	5859.1675625
ILMN_2660898	165.954875	195.7818	199.52053125	208.4504625	218.7287625	222.42536875	190.51620625	189.26159375	241.5009	219.13505625	167.0412125	180.922175	223.62086875	230.76646875	254.823675	198.73825
ILMN_2644161	997.9165375	1083.9575	1161.1970625	1035.2212625	1292.25568125	1094.47193125	964.61938125	1029.641025	991.49634375	1154.72575625	1149.6691	968.52038125	993.2954125	1069.8680125	964.61938125	1094.47193125
ILMN_2588682	453.55994375	394.19975	511.4432375	494.18310625	517.00189375	427.6186125	460.56375625	413.6796125	453.55994375	449.41195625	368.69168125	501.45809375	352.64973125	358.44570625	420.2161375	509.714725
ILMN_2706051	3031.3415	2816.5711875	3114.975	2731.420875	2710.1726875	2681.920625	2800.7055	2582.3805	2641.6040625	2738.6715	2476.998875	2963.303625	2491.2391875	2388.401875	2342.59925	2781.58875
ILMN_2691567	204.95320625	192.6032125	227.4998625	244.69550625	280.32616875	254.36886875	211.3284125	225.29593125	228.38930625	217.22279375	226.2570875	220.50859375	200.56650625	171.38676875	234.260575	245.7140625
ILMN_2606990	486.43069375	450.09990625	435.13193125	457.93085	444.5415	475.084675	491.6045875	365.57460625	399.899675	470.87679375	534.31181875	525.57068125	483.86240625	485.53976875	476.1185375	389.97513125
ILMN_2628551	1315.989225	1262.084325	1178.73895	1185.554375	1286.1005125	1226.33259375	1385.99768125	1077.30364375	1194.77774375	1284.59764375	1340.43134375	1255.287775	1320.76196875	1265.42595625	1161.1970625	1249.51303125
ILMN_2776681	557.51616875	569.9199	726.77698125	610.8717375	855.91689375	554.6096625	622.424775	589.33045	525.57068125	691.70765625	580.68080625	601.04705625	594.5953875	511.4432375	597.95865625	589.33045
ILMN_2668977	34808.40625	34808.40625	29198.485625	32505.79625	30659.768125	32505.79625	34808.40625	31429.665	33503.791875	33503.791875	33503.791875	32505.79625	34808.40625	34808.40625	31429.665	31429.665
ILMN_2704641	4270.5875	4619.5934375	4048.0388125	4344.53675	4270.5875	4059.5295	4577.5029375	4559.2555625	4293.4258125	4270.5875	4880.49925	3834.3006875	4152.0380625	4951.3425625	4464.1320625	3796.041
ILMN_2647553	153.34843125	175.692725	149.79191875	227.4998625	131.27735	162.4788625	160.6173125	209.32098125	214.87245625	159.81698125	251.30326875	171.50286875	149.02734375	243.0280375	215.6734625	129.10061875
ILMN_2910684	133.6731375	159.69138125	135.92853125	154.1588625	144.00685625	159.81698125	166.87675	153.038975	159.97255	165.954875	167.96165625	158.53173125	157.42939375	174.6676875	152.22359375	136.704875
ILMN_2668778	121.048245	130.90685	125.0597375	115.243696875	139.15418125	139.87195625	119.23269	117.03301125	110.873780625	129.55834375	119.956154375	121.37270625	127.8719875	126.5154875	130.0340125	132.205225
ILMN_2971073	169.214	153.1769625	176.99835	172.0150375	162.17669375	156.89665	142.76286875	162.286325	176.12585	150.51230625	147.93004375	168.20095	165.20645625	160.77475625	180.588125	181.7425875
ILMN_2671843	139.15418125	136.24591875	125.6313	126.79658125	108.480956875	132.4016625	113.415215	117.94880375	126.03825625	114.97474375	138.70476875	130.0340125	149.21289375	157.83153125	127.72565625	104.67067125
ILMN_2644477	225.56696875	234.86673125	237.210825	239.731575	285.79318125	248.81170625	235.25141875	212.036425	185.43579375	212.036425	202.5795125	228.38930625	210.29248125	169.214	194.641925	215.532425
ILMN_1236413	155.81645625	134.093925	110.5282575	132.60215	114.710489375	118.025370625	125.36169375	129.71258125	129.95585625	113.562564375	193.7898875	140.39288125	150.8607	206.018925	146.249475	98.575135625
ILMN_1233056	116.25198875	133.31306875	148.42471875	135.5993875	130.4140875	124.14365	121.580483125	140.1893	143.20033125	134.02999375	127.46519375	111.916439375	122.245771875	122.195053125	146.69515625	149.64721875
ILMN_2679131	110.222861875	147.51644375	128.8212375	125.9750625	120.931299375	132.60215	144.00685625	132.4016625	167.96165625	118.15266125	136.89603125	104.388986875	135.92853125	126.2334375	130.97268125	127.2450625
ILMN_2984793	517.00189375	487.0973125	543.97434375	580.68080625	592.42118125	545.7415125	435.835025	538.40756875	598.9458625	590.2830875	621.29355	506.4152125	520.452825	515.00791875	581.747025	525.57068125
ILMN_2741063	193.07526875	187.9385375	197.96421875	264.24041875	191.8118125	193.7898875	175.28598125	257.3934125	218.5558625	252.8984	238.0985	215.532425	170.992825	203.7438375	223.11305	200.89800625
ILMN_2904321	718.119375	667.346975	645.18645625	571.6147875	647.28489375	703.5802625	601.77260625	581.747025	648.30325625	668.6408375	607.033175	764.2097375	643.92078125	628.2296125	648.30325625	741.15223125
ILMN_2663015	349.856425	332.51471875	352.044	286.81030625	363.99298125	353.06145	331.55780625	336.88030625	319.52645625	350.950725	327.851675	375.74753125	341.61043125	305.29793125	312.35949375	381.63321875
ILMN_2698361	736.02556875	780.5475	586.82305	700.53440625	475.084675	676.4500125	765.3852875	758.1567625	804.60284375	619.76544375	939.87478125	761.0036625	926.7802875	902.21253125	794.63866875	710.4593125
ILMN_2606564	220.08603125	192.157875	241.0027875	238.0985	256.726675	200.7246625	188.73664375	252.4631	230.76646875	250.65075	188.73664375	213.04775625	195.7818	207.23683125	218.25731875	178.6904875
ILMN_1223343	249.19909375	286.13239375	255.90626875	256.726675	318.03841875	271.34849375	237.44534375	325.4101375	259.10294375	269.54261875	233.70659375	267.6644625	254.36886875	239.3336125	301.5162	305.29793125
ILMN_2646411	455.44276875	456.45375	427.12645	352.044	388.98266875	563.63728125	473.52364375	388.29455	408.5570375	353.06145	474.47324375	539.54431875	427.6186125	486.43069375	416.5290125	335.58544375
ILMN_3163211	295.67068125	306.74313125	279.0067375	281.32585625	307.1202375	280.7798125	316.0292125	326.82395625	304.5775125	301.5162	347.2855875	275.04995	318.03841875	320.96831875	287.144725	271.34849375
ILMN_1247760	235.43113125	183.40340625	275.47909375	247.57271875	248.3792375	236.39815625	212.77806875	191.9776875	250.930975	220.8166125	212.56733125	181.43729375	198.2266625	251.30326875	200.7246625	243.64128125
ILMN_2895991	1812.93475	1781.5615	1585.203875	1601.894875	1405.39675625	1829.6575625	1635.846125	1556.765375	1420.65530625	1599.0994375	1304.11341875	1919.0003125	1571.518	1505.6170625	1470.9896875	1478.5996875
